period,tiT,experiment_runn,measurer,main,IDLE,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
3,929179,78499,16896,99385,6613024,740737,19,19495,24113,7788,1836,290608,4152,14.47
4,1116436,155303,20517,99385,6894630,1449165,19,19495,24113,8992,1836,290608,4152,14.13
5,1307450,229267,24365,99385,7162795,2173403,19,19495,24113,10183,1836,290608,4152,14.04
6,1495894,303442,27618,99385,7431511,2896246,19,19495,24113,11408,1836,290608,4152,14.07
7,1674254,379790,31174,99385,7728133,3584971,19,19495,24113,12588,1836,290608,4152,13.32
8,1863617,455476,34784,99385,7992643,4307215,19,19495,24113,13782,1836,290608,4152,13.98
9,2047704,527581,38152,99385,10801877,5010655,19,19495,24113,14994,1836,290608,4152,13.69
10,2236018,603249,41613,99385,8554208,5730220,19,19495,24113,16157,1836,290608,4152,13.97
11,2416815,677948,45008,99385,8845561,6419960,19,19495,24113,17491,1836,290608,4152,13.41
12,2611306,757433,47953,99385,13069613,7172928,19,19495,24113,18763,1836,290608,4152,14.60
13,2819396,834607,50946,99385,9271033,7971124,19,19495,24113,19862,1836,290608,4152,15.73
14,3038204,913804,54560,99385,9444825,8793178,19,19495,24113,21126,1836,290608,4152,15.97
15,3270245,995807,58258,99385,9556541,9678519,19,19495,24113,22407,1836,290608,4152,17.32
16,3494524,1073950,61279,99385,9703047,10518049,19,19495,24113,23613,1836,290608,4152,16.49
17,3709323,1152191,65147,99385,9876340,11331588,19,19495,24113,24828,1836,290608,4152,15.88
18,3938264,1233551,68746,99385,10011248,12193590,19,19495,24113,26179,1836,290608,4152,16.87
19,4164267,1313317,71881,99385,10149223,13040135,19,19495,24113,27408,1836,290608,4152,16.53
20,4378084,1389005,75716,99385,10331604,13846202,19,19495,24113,28572,1836,290608,4152,15.73
21,4596025,1469852,78949,99385,19566598,14678100,19,19495,24113,29823,1836,290608,4152,16.18
22,4817085,1546646,82364,99385,10653696,15512754,19,19495,24113,31133,1836,290608,4152,16.25
23,5036204,1623502,85660,99385,10829520,16331798,19,19495,24113,32317,1836,290608,4152,15.99
24,5255979,1702685,89187,99385,10995175,17159796,19,19495,24113,33544,1836,290608,4152,16.16
25,5469449,1776693,93117,99385,11198619,17953826,19,19495,24113,34795,1836,290608,4152,15.39
26,5684546,1854787,96572,99385,11364694,18777729,19,19495,24113,35994,1836,290608,4152,16.11
27,5893827,1931952,100082,99385,11560157,19569371,19,19495,24113,37229,1836,290608,4152,15.48
28,6115549,2008509,103720,99385,11730170,20397047,19,19495,24113,38440,1836,290608,4152,16.12
29,6327727,2085813,107458,99385,11919773,21204311,19,19495,24113,39626,1836,290608,4152,15.77
30,6535121,2166116,110700,99385,12104138,22007432,19,19495,24113,40928,1836,290608,4152,15.66
31,6758723,2243762,114770,99385,12264176,22843723,19,19495,24113,42127,1836,290608,4152,16.30
32,6980018,2321280,118197,99385,12434776,23665152,19,19495,24113,43369,1836,290608,4152,16.09
33,7212009,2402776,121994,99385,12549649,24548413,19,19495,24113,44629,1836,290608,4152,17.24
34,7421475,2482356,125641,99385,12737236,25342879,19,19495,24113,45764,1836,290608,4152,15.51
35,7639221,2558662,128716,99385,12912380,26162926,19,19495,24113,47063,1836,290608,4152,16.09
36,7868721,2636631,132330,99385,13061921,27010110,19,19495,24113,48337,1836,290608,4152,16.50
37,8103072,2711906,135792,99385,13194055,27864260,19,19495,24113,49565,1836,290608,4152,16.79
38,8327579,2785988,140530,99385,13374713,28670250,19,19495,24113,50826,1836,290608,4152,15.90
39,8558547,2863279,143712,99385,13520198,29519917,19,19495,24113,52141,1836,290608,4152,16.58
40,8785238,2938438,147181,99385,13668951,30361893,19,19495,24113,53442,1836,290608,4152,16.47
41,9004324,3014721,150646,99385,13838844,31175510,19,19495,24113,54577,1836,290608,4152,15.96
42,9229662,3090542,154267,99385,14005474,32003310,19,19495,24113,55829,1836,290608,4152,16.15
43,9455473,3167612,157812,99385,14165833,32836572,19,19495,24113,57081,1836,290608,4152,16.27
44,9674014,3244599,160715,99385,14328637,33657286,19,19495,24113,58295,1836,290608,4152,16.14
45,9896333,3320876,164587,99385,36930758,34476387,19,19495,24113,59470,1836,290608,4152,15.96
46,10119573,3398488,168049,99385,14660001,35302683,19,19495,24113,60692,1836,290608,4152,16.20
47,10339122,3473997,172421,99385,14839724,36116068,19,19495,24113,61769,1836,290608,4152,15.88
48,10557251,3550751,175826,99385,15011178,36939279,19,19495,24113,63060,1836,290608,4152,16.01
49,10767455,3627212,179500,99385,39856564,37736842,19,19495,24113,64332,1836,290608,4152,15.53
50,10989182,3704037,183165,99385,15365853,38570196,19,19495,24113,65588,1836,290608,4152,16.20
51,11199581,3779218,186526,99385,15559104,39363708,19,19495,24113,66839,1836,290608,4152,15.40
52,11410261,3853081,189842,99385,15762840,40153628,19,19495,24113,68044,1836,290608,4152,15.37
53,11615133,3928228,193849,99385,42794461,40936033,19,19495,24113,69307,1836,290608,4152,15.12
54,11842010,4004017,197107,99385,16132368,41776931,19,19495,24113,70529,1836,290608,4152,16.36
55,12066810,4080992,200853,99385,16279135,42612870,19,19495,24113,71720,1836,290608,4152,16.49
56,12302310,4157932,203816,99385,16409815,43473054,19,19495,24113,72891,1836,290608,4152,16.86
57,12543119,4235391,207381,99385,16527797,44352528,19,19495,24113,74158,1836,290608,4152,17.31
58,12775973,4310885,210869,99385,16678335,45187551,19,19495,24113,75359,1836,290608,4152,16.42
59,13012113,4389362,214901,99385,16805454,46047246,19,19495,24113,76625,1836,290608,4152,16.84
60,13244198,4467195,218213,99385,47799957,46898568,19,19495,24113,77905,1836,290608,4152,16.75
61,13477554,4542267,221660,99385,48521076,47740867,19,19495,24113,79206,1836,290608,4152,16.51
62,13714167,4619582,225215,99385,17229275,48599374,19,19495,24113,80458,1836,290608,4152,16.82
63,13949714,4695644,228625,99385,17361181,49454966,19,19495,24113,81728,1836,290608,4152,16.81
64,14187499,4772693,232574,99385,17503869,50310634,19,19495,24113,82943,1836,290608,4152,16.73
65,14421389,4848543,235902,99385,17655416,51151936,19,19495,24113,84225,1836,290608,4152,16.42
66,14655711,4924254,239620,99385,17781159,52011683,19,19495,24113,85491,1836,290608,4152,16.94
67,14885039,4999508,243041,99385,17942430,52839946,19,19495,24113,86756,1836,290608,4152,16.23
68,15117409,5075986,246724,99385,18086947,53684245,19,19495,24113,88018,1836,290608,4152,16.56
69,15357235,5154533,250653,99385,18212834,54558188,19,19495,24113,89314,1836,290608,4152,17.09
70,15591463,5230230,253630,99385,18352768,55409986,19,19495,24113,90590,1836,290608,4152,16.64
71,15828041,5308808,257580,99385,18472166,56279456,19,19495,24113,91739,1836,290608,4152,17.01
72,16063999,5384348,260943,99385,18619982,57122051,19,19495,24113,93011,1836,290608,4152,16.53
73,16300642,5460416,264454,99385,18759634,57974091,19,19495,24113,94308,1836,290608,4152,16.59
74,16539384,5537434,268093,99385,18874575,58841828,19,19495,24113,95552,1836,290608,4152,17.11
75,16785687,5618005,271422,99385,18962725,59746153,19,19495,24113,96733,1836,290608,4152,17.75
76,17016715,5693132,274780,99385,59221121,60587489,19,19495,24113,97976,1836,290608,4152,16.51
77,17261768,5771970,278141,99385,19211660,61478643,19,19495,24113,99221,1836,290608,4152,17.56
78,17497337,5848706,281828,99385,19349166,62332964,19,19495,24113,100477,1836,290608,4152,16.76
79,17729611,5926822,285404,99385,19485309,63193357,19,19495,24113,101869,1836,290608,4152,16.76
80,17961074,6004157,288829,99385,19623952,64044939,19,19495,24113,103165,1836,290608,4152,16.74
81,18198691,6087158,292139,99385,62776883,64918034,19,19495,24113,104479,1836,290608,4152,16.95
82,18435652,6164186,295405,99385,19865409,65789315,19,19495,24113,105703,1836,290608,4152,16.97
83,18671279,6243141,298925,99385,19988040,66654266,19,19495,24113,106898,1836,290608,4152,16.87
84,18912137,6321680,302541,99385,20093986,67542579,19,19495,24113,108261,1836,290608,4152,17.32
85,19150292,6398723,305364,99385,20208051,68418783,19,19495,24113,109505,1836,290608,4152,17.11
86,19395197,6479875,308733,99385,20296329,69321994,19,19495,24113,110640,1836,290608,4152,17.65
87,19634643,6558975,312704,99385,20415738,70203323,19,19495,24113,111916,1836,290608,4152,17.12
88,19873528,6637930,316256,99385,20527487,71089728,19,19495,24113,113192,1836,290608,4152,17.29
89,20105882,6715164,319697,99385,20651426,71952904,19,19495,24113,114448,1836,290608,4152,16.85
90,20349734,6796021,323000,99385,20727185,72866099,19,19495,24113,115696,1836,290608,4152,17.80
91,20574393,6874325,326519,99385,20881963,73701623,19,19495,24113,116948,1836,290608,4152,16.28
92,20814064,6954741,330187,99385,20989603,74588558,19,19495,24113,118221,1836,290608,4152,17.27
93,21049165,7032561,333797,99385,71297201,75464493,19,19495,24113,119428,1836,290608,4152,17.06
94,21280208,7111238,337395,99385,21247641,76314994,19,19495,24113,120607,1836,290608,4152,16.63
95,21518063,7189735,341159,99385,21368118,77186977,19,19495,24113,121784,1836,290608,4152,16.99
96,21758184,7267925,344528,99385,21474871,78074994,19,19495,24113,123032,1836,290608,4152,17.31
97,21992525,7343959,348186,99385,21620988,78926930,19,19495,24113,124304,1836,290608,4152,16.55
98,22227251,7419790,352154,99385,21747096,79789091,19,19495,24113,125621,1836,290608,4152,16.77
99,22462777,7495201,355559,99385,21882001,80641591,19,19495,24113,126816,1836,290608,4152,16.66
100,22683109,7569455,359101,99385,22075735,81443697,19,19495,24113,128108,1836,290608,4152,15.59
101,22918673,7645775,362759,99385,22218508,82294660,19,19495,24113,129457,1836,290608,4152,16.57
102,23156974,7722173,366207,99385,22340475,83163080,19,19495,24113,130694,1836,290608,4152,17.03
103,23387772,7798203,369300,99385,22496244,83998336,19,19495,24113,131885,1836,290608,4152,16.25
104,23627726,7875398,373369,99385,22615786,84877585,19,19495,24113,133199,1836,290608,4152,17.11
105,23859841,7951390,376842,99385,22767762,85723774,19,19495,24113,134418,1836,290608,4152,16.52
106,24090544,8026547,380302,99385,22911524,86564026,19,19495,24113,135668,1836,290608,4152,16.36
107,24326545,8102846,384169,99385,23041371,87433227,19,19495,24113,136958,1836,290608,4152,16.89
108,24559253,8177001,387519,99385,23195407,88265175,19,19495,24113,138267,1836,290608,4152,16.24
109,24791364,8251574,391313,99385,23352044,89103803,19,19495,24113,139553,1836,290608,4152,16.29
110,25025488,8329930,394957,99385,83479457,89972637,19,19495,24113,140820,1836,290608,4152,16.91
111,25259178,8404279,397546,99385,23620557,90813915,19,19495,24113,142028,1836,290608,4152,16.45
112,25485529,8478345,401161,99385,23794677,91634099,19,19495,24113,143288,1836,290608,4152,15.98
113,25689460,8554654,405109,99385,85668859,92401953,19,19495,24113,144498,1836,290608,4152,14.82
114,25866047,8625292,408198,99385,86440556,93090670,19,19495,24113,145664,1836,290608,4152,13.23
115,26051662,8696545,411407,99385,24609161,93806129,19,19495,24113,146893,1836,290608,4152,13.79
116,26277701,8774520,415086,99385,24744384,94665558,19,19495,24113,148088,1836,290608,4152,16.73
117,26489334,8852787,418780,99385,24926943,95481010,19,19495,24113,149308,1836,290608,4152,15.81
118,26715415,8930416,422383,99385,25064972,96337169,19,19495,24113,150525,1836,290608,4152,16.66
119,26947802,9007552,425511,99385,25183277,97207136,19,19495,24113,151685,1836,290608,4152,17.17
120,27186500,9085840,428978,99385,25297886,98095931,19,19495,24113,152976,1836,290608,4152,17.48
121,27421164,9160331,432650,99385,25443432,98940316,19,19495,24113,154254,1836,290608,4152,16.54
122,27658042,9235965,435818,99385,25582866,99797828,19,19495,24113,155440,1836,290608,4152,16.89
123,27877604,9309181,439348,99385,92961762,100597908,19,19495,24113,156679,1836,290608,4152,15.60
124,28078324,9375273,442771,99385,26038433,101326618,19,19495,24113,158007,1836,290608,4152,14.33
125,28315844,9451212,446432,99385,26182225,102173107,19,19495,24113,159296,1836,290608,4152,16.63
126,28554030,9527764,450041,99385,26326806,103027483,19,19495,24113,160528,1836,290608,4152,16.71
127,28785125,9601820,454171,99385,26491321,103854349,19,19495,24113,161792,1836,290608,4152,16.19
128,29021020,9677935,456754,99385,26638445,104690603,19,19495,24113,162950,1836,290608,4152,16.49
129,29256149,9755328,460283,99385,26773258,105544036,19,19495,24113,164239,1836,290608,4152,16.71
130,29492564,9829074,463895,99385,26913970,106393555,19,19495,24113,165436,1836,290608,4152,16.61
131,29730344,9904351,467302,99385,27032714,107258688,19,19495,24113,166691,1836,290608,4152,16.92
132,29962793,9978816,471263,99385,27185758,108091726,19,19495,24113,168003,1836,290608,4152,16.20
133,30195617,10054271,474178,99385,100140219,108936149,19,19495,24113,169262,1836,290608,4152,16.46
134,30405792,10128387,477611,99385,100874625,109722749,19,19495,24113,170441,1836,290608,4152,15.37
135,30638418,10203890,481436,99385,27664917,110571803,19,19495,24113,171684,1836,290608,4152,16.62
136,30874788,10279643,484535,99385,27793602,111439816,19,19495,24113,172998,1836,290608,4152,16.93
137,31116030,10356401,488153,99385,27913456,112309900,19,19495,24113,174195,1836,290608,4152,16.99
138,31350145,10432272,492129,99385,28061610,113147960,19,19495,24113,175350,1836,290608,4152,16.28
139,31591602,10510034,495447,99385,28176257,114026023,19,19495,24113,176672,1836,290608,4152,17.20
140,31836305,10586278,499008,99385,28277600,114920334,19,19495,24113,177858,1836,290608,4152,17.50
141,32080169,10664183,503004,99385,28390040,115798825,19,19495,24113,179006,1836,290608,4152,17.09
142,32323439,10740406,506146,99385,28494655,116686439,19,19495,24113,180125,1836,290608,4152,17.32
143,32564866,10817051,510057,99385,107257650,117558983,19,19495,24113,181282,1836,290608,4152,17.10
144,32803562,10890011,513457,99385,28755260,118418001,19,19495,24113,182407,1836,290608,4152,16.69
145,33042259,10967174,517227,99385,28885886,119281531,19,19495,24113,183526,1836,290608,4152,16.88
146,33288844,11042597,520785,99385,28985438,120173342,19,19495,24113,184677,1836,290608,4152,17.48
147,33524927,11118516,524549,99385,29122059,121031826,19,19495,24113,185927,1836,290608,4152,16.68
148,33754562,11192634,528060,99385,29275880,121877355,19,19495,24113,187156,1836,290608,4152,16.57
149,33992923,11269669,531624,99385,29396068,122754863,19,19495,24113,188450,1836,290608,4152,17.12
150,34237999,11346236,535150,99385,29509164,123635784,19,19495,24113,189739,1836,290608,4152,17.12
151,34486857,11427442,538704,99385,29594486,124536088,19,19495,24113,190922,1836,290608,4152,17.71
152,34729181,11503987,541837,99385,29706599,125421876,19,19495,24113,192187,1836,290608,4152,17.27
153,34971816,11581939,545509,99385,29824371,126297750,19,19495,24113,193457,1836,290608,4152,17.11
154,35217623,11660117,549009,99385,29914242,127201560,19,19495,24113,194742,1836,290608,4152,17.74
155,35459173,11737275,552748,99385,115790667,128078228,19,19495,24113,195930,1836,290608,4152,17.03
156,35700145,11811612,555716,99385,30153888,128948183,19,19495,24113,197129,1836,290608,4152,17.04
157,35938492,11890086,559384,99385,30265806,129823320,19,19495,24113,198353,1836,290608,4152,17.11
158,36181024,11968001,563376,99385,30377552,130708249,19,19495,24113,199643,1836,290608,4152,17.22
159,36425079,12045012,566790,99385,30483777,131598271,19,19495,24113,200965,1836,290608,4152,17.35
160,36660969,12121058,570118,99385,119325878,132456880,19,19495,24113,202043,1836,290608,4152,16.76
161,36894021,12195578,572636,99385,30752548,133304324,19,19495,24113,203277,1836,290608,4152,16.54
162,37131044,12271946,576394,99385,30888531,134161501,19,19495,24113,204602,1836,290608,4152,16.68
163,37369985,12351728,579971,99385,121474397,135056630,19,19495,24113,205838,1836,290608,4152,17.39
164,37608938,12428358,583713,99385,31108199,135925963,19,19495,24113,207110,1836,290608,4152,17.09
165,37855205,12506510,587114,99385,31218520,136813037,19,19495,24113,208347,1836,290608,4152,17.36
166,38097738,12582994,590664,99385,31334789,137689300,19,19495,24113,209605,1836,290608,4152,17.18
167,38333275,12658785,593979,99385,31470024,138546824,19,19495,24113,210905,1836,290608,4152,16.83
168,38570530,12734861,597040,99385,31609079,139389689,19,19495,24113,212024,1836,290608,4152,16.61
169,38807677,12814270,600612,99385,125715835,140263237,19,19495,24113,213271,1836,290608,4152,16.98
170,39044666,12889424,604034,99385,31854486,141126600,19,19495,24113,214483,1836,290608,4152,17.08
171,39284686,12966863,607647,99385,31977257,141991459,19,19495,24113,215768,1836,290608,4152,16.94
172,39524243,13043319,611260,99385,32103839,142855277,19,19495,24113,216975,1836,290608,4152,16.93
173,39763842,13120863,614450,99385,32228407,143728699,19,19495,24113,218218,1836,290608,4152,17.20
174,40005713,13196834,618205,99385,32366691,144588779,19,19495,24113,219474,1836,290608,4152,16.83
175,40246334,13274308,621678,99385,32470826,145475426,19,19495,24113,220669,1836,290608,4152,17.43
176,40494088,13352776,625614,99385,32571037,146363356,19,19495,24113,221783,1836,290608,4152,17.47
177,40725891,13426537,628748,99385,32732846,147198372,19,19495,24113,222958,1836,290608,4152,16.36
178,40889094,13476501,632159,99385,132200480,147768037,19,19495,24113,224435,1836,290608,4152,10.97
179,40911370,13478154,635639,99385,133174823,147789686,19,19495,24113,225981,1836,290608,4152,0.20
period,wifi,experiment_runn,measurer,main,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,ipc0,Heap,Stack,Mbps
0,703594,553,1393,99251,3532807,10871,19,19470,24142,3709,1836,290608,4152,0.02
1,715160,6066,11902,99251,4527247,12415,19,19470,24142,4937,1836,290608,4152,0.00
2,728953,6066,14586,99251,5512205,15456,19,19470,24142,6217,1836,290608,4152,0.00
3,955948,85134,17553,99251,6219334,830769,19,19470,24142,7469,1836,290608,4152,16.25
4,1188847,162656,20404,99251,6664005,1668625,19,19470,24142,8780,1836,290608,4152,16.80
5,1426300,240727,24635,99251,6802756,2529102,19,19470,24142,10043,1836,290608,4152,16.91
6,1656438,313059,27693,99251,6974597,3349297,19,19470,24142,11283,1836,290608,4152,16.12
7,1894623,389446,31668,99251,9086607,4204267,19,19470,24142,12508,1836,290608,4152,16.82
8,2127699,463080,34678,99251,7265037,5045579,19,19470,24142,13797,1836,290608,4152,16.49
9,2375822,540808,38398,99251,7372930,5931686,19,19470,24142,14831,1836,290608,4152,17.43
10,2580960,615905,41777,99251,7604099,6689408,19,19470,24142,16091,1836,290608,4152,14.83
11,2797461,691115,45322,99251,11979026,7500422,19,19470,24142,17311,1836,290608,4152,15.75
12,2952441,738817,48374,99251,8249227,8034485,19,19470,24142,18782,1836,290608,4152,10.39
13,3195404,816396,52054,99251,8358287,8913275,19,19470,24142,20124,1836,290608,4152,17.28
14,3430110,890558,55720,99251,14198282,9760120,19,19470,24142,21367,1836,290608,4152,16.58
15,3656805,960175,58786,99251,8675009,10568256,19,19470,24142,22548,1836,290608,4152,16.03
16,3885400,1035619,62226,99251,8842600,11389744,19,19470,24142,23832,1836,290608,4152,16.16
17,4126687,1111861,65934,99251,8974068,12258419,19,19470,24142,25096,1836,290608,4152,17.03
18,4359295,1188421,69209,99251,17073255,13095365,19,19470,24142,26274,1836,290608,4152,16.42
19,4597035,1262390,72607,99251,9277738,13942841,19,19470,24142,27479,1836,290608,4152,16.68
20,4828371,1339294,76062,99251,9429134,14785143,19,19470,24142,28657,1836,290608,4152,16.51
21,5058095,1415389,79591,99251,9579720,15626703,19,19470,24142,29818,1836,290608,4152,16.48
22,5288897,1490670,82832,99251,9739946,16463257,19,19470,24142,31021,1836,290608,4152,16.34
23,5516830,1563258,86717,99251,9905700,17287023,19,19470,24142,32210,1836,290608,4152,16.13
24,5754255,1640072,90859,99251,10027028,18151502,19,19470,24142,33375,1836,290608,4152,16.88
25,5980563,1715192,94525,99251,10193722,18976866,19,19470,24142,34618,1836,290608,4152,16.02
26,6212818,1790489,98029,99251,10345627,19817711,19,19470,24142,35842,1836,290608,4152,16.33
27,6450997,1865015,101646,99251,10475566,20682453,19,19470,24142,37118,1836,290608,4152,16.93
28,6689265,1940975,104860,99251,10609985,21535940,19,19470,24142,38346,1836,290608,4152,16.60
29,6903589,2008855,108091,99251,10835740,22307186,19,19470,24142,39532,1836,290608,4152,15.03
30,7139855,2085308,111762,99251,10971689,23170221,19,19470,24142,40749,1836,290608,4152,16.86
31,7366956,2159155,115149,99251,11134525,23993907,19,19470,24142,41988,1836,290608,4152,16.06
32,7609519,2236332,118602,99251,11242028,24878804,19,19470,24142,43174,1836,290608,4152,17.33
33,7843457,2313555,121803,99251,11373250,25735486,19,19470,24142,44438,1836,290608,4152,16.74
34,8046673,2379204,125516,99251,28624141,26467488,19,19470,24142,45867,1836,290608,4152,14.15
35,8159752,2412657,128856,99251,12282400,26823111,19,19470,24142,47330,1836,290608,4152,6.80
36,8319937,2465519,132650,99251,12730684,27370793,19,19470,24142,48816,1836,290608,4152,10.60
37,8556044,2543013,136337,99251,12862455,28230321,19,19470,24142,50053,1836,290608,4152,16.89
38,8794344,2619952,140243,99251,12997083,29096057,19,19470,24142,51260,1836,290608,4152,16.98
39,9034090,2697149,143485,99251,32427236,29965436,19,19470,24142,52562,1836,290608,4152,16.97
40,9268389,2774105,147006,99251,13264944,30818628,19,19470,24142,53682,1836,290608,4152,16.85
41,9509178,2853155,150513,99251,13376711,31709148,19,19470,24142,54973,1836,290608,4152,17.47
42,9740966,2929313,154506,99251,13533612,32547161,19,19470,24142,56196,1836,290608,4152,16.36
43,9976422,3008667,158023,99251,13663939,33407075,19,19470,24142,57487,1836,290608,4152,16.83
44,10213965,3083649,161078,99251,13798575,34266624,19,19470,24142,58684,1836,290608,4152,16.89
45,10410236,3150414,164278,99251,14066123,34984651,19,19470,24142,59948,1836,290608,4152,14.01
46,10636776,3225269,168208,99251,14220705,35819900,19,19470,24142,61145,1836,290608,4152,16.42
47,10861541,3296930,171580,99251,14416760,36619844,19,19470,24142,62401,1836,290608,4152,15.66
48,11096173,3373176,175205,99251,14571747,37462733,19,19470,24142,63654,1836,290608,4152,16.46
49,11321990,3446588,178801,99251,14740507,38285814,19,19470,24142,64906,1836,290608,4152,16.17
50,11555739,3522053,182558,99251,14870891,39141546,19,19470,24142,66073,1836,290608,4152,16.73
51,11785224,3596176,185847,99251,15037047,39968567,19,19470,24142,67347,1836,290608,4152,16.17
52,12025415,3675690,189122,99251,15154723,40838698,19,19470,24142,68521,1836,290608,4152,17.22
53,12263977,3753800,192093,99251,15279761,41700911,19,19470,24142,69767,1836,290608,4152,16.92
54,12504405,3830612,195591,99251,15398753,42575152,19,19470,24142,71035,1836,290608,4152,17.18
55,12747218,3908708,199199,99251,15507496,43460777,19,19470,24142,72346,1836,290608,4152,17.43
56,12980851,3983034,202671,99251,15652564,44302682,19,19470,24142,73549,1836,290608,4152,16.48
57,13206538,4056087,206584,99251,15831697,45114687,19,19470,24142,74721,1836,290608,4152,15.98
58,13421982,4126434,210151,99251,16042479,45902053,19,19470,24142,75908,1836,290608,4152,15.39
59,13660778,4203342,213098,99251,16164395,46762231,19,19470,24142,77210,1836,290608,4152,16.87
60,13895840,4281748,216468,99251,47510947,47621070,19,19470,24142,78502,1836,290608,4152,16.81
61,14116155,4354039,219894,99251,16490892,48416474,19,19470,24142,79843,1836,290608,4152,15.60
62,14353425,4428785,223507,99251,16624061,49279055,19,19470,24142,81150,1836,290608,4152,16.93
63,14590865,4506550,227126,99251,16748621,50139439,19,19470,24142,82339,1836,290608,4152,16.94
64,14831609,4583775,230750,99251,16880681,51000151,19,19470,24142,83638,1836,290608,4152,16.80
65,15066691,4658269,234396,99251,17026674,51843839,19,19470,24142,85009,1836,290608,4152,16.57
66,15307022,4734455,237430,99251,17158691,52704089,19,19470,24142,86266,1836,290608,4152,16.85
67,15545592,4811763,241148,99251,17290260,53562483,19,19470,24142,87617,1836,290608,4152,16.77
68,15776031,4886615,244370,99251,17441386,54403013,19,19470,24142,88903,1836,290608,4152,16.48
69,16019601,4965065,248325,99251,17560197,55280189,19,19470,24142,90233,1836,290608,4152,17.21
70,16252671,5040974,251520,99251,17707948,56129758,19,19470,24142,91432,1836,290608,4152,16.57
71,16493111,5115543,255475,99251,17837670,56991123,19,19470,24142,92704,1836,290608,4152,16.91
72,16722618,5190233,258920,99251,18002376,57819295,19,19470,24142,93853,1836,290608,4152,16.27
73,16954792,5266232,262260,99251,18164144,58649956,19,19470,24142,95102,1836,290608,4152,16.18
74,17189936,5342131,265903,99251,18297105,59504800,19,19470,24142,96345,1836,290608,4152,16.76
75,17419658,5416674,268956,99251,18458859,60336422,19,19470,24142,97595,1836,290608,4152,16.33
76,17648493,5491413,272496,99251,18628557,61164652,19,19470,24142,98812,1836,290608,4152,16.17
77,17880530,5567709,276325,99251,18779107,62006704,19,19470,24142,100133,1836,290608,4152,16.59
78,18108963,5641782,279485,99251,18949671,62831667,19,19470,24142,101410,1836,290608,4152,16.12
79,18342201,5720316,283445,99251,19080712,63688292,19,19470,24142,102695,1836,290608,4152,16.75
80,18567849,5796212,286227,99251,19242702,64511780,19,19470,24142,103827,1836,290608,4152,16.23
81,18795231,5867727,289963,99251,19431937,65323673,19,19470,24142,105071,1836,290608,4152,15.90
82,19023414,5941658,294183,99251,19612718,66139808,19,19470,24142,106300,1836,290608,4152,15.94
83,19261420,6015988,297743,99251,19758268,66986478,19,19470,24142,107503,1836,290608,4152,16.61
84,19489402,6087753,300485,99251,19920284,67806301,19,19470,24142,108735,1836,290608,4152,15.99
85,19715845,6164141,304115,99251,20082005,68638004,19,19470,24142,109984,1836,290608,4152,16.21
86,19947828,6238341,307543,99251,66159958,69480656,19,19470,24142,111198,1836,290608,4152,16.43
87,20176288,6313153,310643,99251,66880796,70309052,19,19470,24142,112513,1836,290608,4152,16.15
88,20418780,6391284,314046,99251,20501253,71193818,19,19470,24142,113754,1836,290608,4152,17.30
89,20610489,6451354,317317,99251,68355202,71874247,19,19470,24142,115059,1836,290608,4152,13.13
90,20836789,6523431,320985,99251,20999538,72678549,19,19470,24142,116196,1836,290608,4152,15.79
91,21074487,6599502,324250,99251,21134345,73538332,19,19470,24142,117334,1836,290608,4152,16.89
92,21311128,6676130,328178,99251,21272519,74390645,19,19470,24142,118495,1836,290608,4152,16.77
93,21549777,6752304,331975,99251,21413188,75247480,19,19470,24142,119667,1836,290608,4152,16.77
94,21775705,6827129,334976,99251,21585230,76067008,19,19470,24142,120763,1836,290608,4152,16.12
95,22003457,6900915,338349,99251,21743868,76890692,19,19470,24142,121851,1836,290608,4152,16.15
96,22230556,6973835,341965,99251,21925513,77699191,19,19470,24142,123083,1836,290608,4152,15.85
97,22470804,7051517,345440,99251,74091942,78565781,19,19470,24142,124380,1836,290608,4152,16.97
98,22705345,7126409,348873,99251,22186087,79417349,19,19470,24142,125636,1836,290608,4152,16.80
99,22933506,7201655,352285,99251,22347244,80243695,19,19470,24142,126906,1836,290608,4152,16.17
100,23162853,7276177,355895,99251,22509286,81068504,19,19470,24142,128069,1836,290608,4152,16.36
101,23395097,7351136,358652,99251,22660456,81903211,19,19470,24142,129252,1836,290608,4152,16.53
102,23619477,7423840,362268,99251,22855821,82700053,19,19470,24142,130540,1836,290608,4152,15.77
103,23847416,7496771,365485,99251,23033902,83513401,19,19470,24142,131813,1836,290608,4152,16.08
104,24084626,7572974,368910,99251,23174566,84360460,19,19470,24142,132909,1836,290608,4152,16.72
105,24318932,7650645,372651,99251,23310784,85222291,19,19470,24142,134134,1836,290608,4152,17.03
106,24554804,7727340,376502,99251,23460583,86061238,19,19470,24142,135378,1836,290608,4152,16.59
107,24779866,7799515,379787,99251,23636324,86879844,19,19470,24142,136538,1836,290608,4152,16.15
108,25011214,7873747,383421,99251,23781736,87718559,19,19470,24142,137674,1836,290608,4152,16.65
109,25239503,7949523,386789,99251,82693807,88539471,19,19470,24142,138862,1836,290608,4152,16.09
110,25467340,8027367,390047,99251,24108987,89373986,19,19470,24142,140068,1836,290608,4152,16.55
111,25709179,8105962,393258,99251,24227657,90252231,19,19470,24142,141305,1836,290608,4152,17.33
